Script started on Monday 20 October 2014 05:14:49 PM CDT
root@naveen-Inspiron-1525: /home/naveenroot@naveen-Inspiron-1525:/home/naveen# 
Welcome to the MySQL monitor.  Commands end with ; or \g.
Your MySQL connection id is 39
Server version: 5.5.34-0ubuntu0.13.04.1 (Ubuntu)

Copyright (c) 2000, 2013, Oracle and/or its affiliates. All rights reserved.

Oracle is a registered trademark of Oracle Corporation and/or its
affiliates. Other names may be trademarks of their respective
owners.

Type 'help;' or '\h' for help. Type '\c' to clear the current input statement.

mysql> 
mysql> show tables;
ERROR 1046 (3D000): No database selected
mysql> use soccerLeague2014;
+--------------------+
| Database           |
+--------------------+
| information_schema |
| mysql              |
| naveen             |
| performance_schema |
| soccerLeague2014   |
| test               |
+--------------------+
6 rows in set (0.00 sec)

mysql> use soccerLeague2014;
Reading table information for completion of table and column names
You can turn off this feature to get a quicker startup with -A

Database changed
mysql> show tables;
+----------------------------+
| Tables_in_soccerLeague2014 |
+----------------------------+
| Club                       |
| Fixtures                   |
| Fouls                      |
| Goals                      |
| LeaguePlayer               |
| LineUp                     |
| Manager                    |
| PastMatches                |
| PlayerMatchStats           |
| Referee                    |
| Seasons                    |
| Squad                      |
| SquadManager               |
| SquadPlayers               |
| Standings                  |
| Substitute                 |
| TeamMatchStats             |
+----------------------------+
17 rows in set (0.00 sec)

mysql> select * from Club;
+--------+---------------------+------------+------------------+------------------+------------------+----------+------------------+------------------+---------------------------------------+
| ClubId | ClubName            | Founded    | ClubOwner        | Chairman         | Nickname         | Mascot   | CurrentAwayColor | CurrentHomeColor | Stadium                               |
+--------+---------------------+------------+------------------+------------------+------------------+----------+------------------+------------------+---------------------------------------+
|      1 | Atletico de Kolkata | 2014-08-08 | Sourav Ganguly   | Sanjiv Goenka    | Sanjiv Goenka    | Lion     | Black            | Red              | Salt Lake Stadium                     |
|      2 | Chennaiyin          | 2014-08-03 | MS Dhoni         | A Bachchan       | A Bachchan       | Monster  | White            | Yellow           | Jawaharlal Nehru Stadium (Chennai)    |
|      3 | Delhi Dynamos       | 2014-07-31 | S.N. Sharma      | S.N. Sharma      | S.N. Sharma      | Plane    | Blue             | Green            | Jawaharlal Nehru Stadium (Delhi)      |
|      4 | Goa                 | 2014-08-04 | Virat Kohli      | Venugopal Dhoot  | Venugopal Dhoot  | Bull     | Green            | Brown            | Fatorda Stadium                       |
|      5 | Kerala Blasters     | 2014-08-15 | Sachin Tendulkar | Prasad V Potluri | Prasad V Potluri | Elephant | Red              | Black            | Jawaharlal Nehru Stadium (Kochi)      |
|      6 | Mumbai City         | 2014-08-01 | Ranbir Kapoor    | Bimal Parekh     | Bimal Parekh     | Train    | Brown            | White            | DY Patil Stadium                      |
|      7 | NorthEast United    | 2014-05-07 | John Abraham     | Shillong Lajong  | Shillong Lajong  | Stars    | Purpule          | Purpule          | Indira Gandhi Athletic Stadium        |
|      8 | Pune City           | 2014-08-21 | Hrithik Roshan   | Gaurav Modwel    | Gaurav Modwel    | Horse    | Yellow           | Blue             | Shree Shiv Chhatrapati Sports Complex |
+--------+---------------------+------------+------------------+------------------+------------------+----------+------------------+------------------+---------------------------------------+
8 rows in set (0.00 sec)

mysql> select * from Club;[1P;[1P;[1P;[1P;L;e;a;g;u;e;P;l;a;y;e;r;
+----------+-------------+-----------+------+-------------+------------+---------------+--------------+-----------+
| PlayerID | FirstName   | LastName  | Age  | Nationality | DebutDate  | CurrentClubID | TotalMatches | isRetired |
|      60 |        4 |      8 |
|      61 |        5 |      8 |
|      62 |        6 |      8 |
|      63 |        7 |      8 |
|      64 |        8 |      8 |
+---------+----------+--------+
64 rows in set (0.00 sec)

mysql> select * from Squad;[1P;[1P;[1P;[1P;[1P;S;q;u;a;d;M;a;n;a;g;e;r;
+-----------+---------+
| ManagerID | SquadID |
+-----------+---------+
|         0 |       8 |
|         0 |      16 |
|         0 |      24 |
|         0 |      32 |
|         0 |      40 |
|         0 |      48 |
|         0 |      56 |
|         0 |      64 |
|         1 |       1 |
|         1 |       9 |
|         1 |      17 |
|         1 |      25 |
|         1 |      33 |
|         1 |      41 |
|         1 |      49 |
|         1 |      57 |
|         2 |       2 |
|         2 |      10 |
|         2 |      18 |
|         2 |      26 |
|         2 |      34 |
|         2 |      42 |
|         2 |      50 |
|         2 |      58 |
|         3 |       3 |
|         3 |      11 |
|         3 |      19 |
|         3 |      27 |
|         3 |      35 |
|         3 |      43 |
|         3 |      51 |
|         3 |      59 |
|         4 |       4 |
|         4 |      12 |
|         4 |      20 |
|         4 |      28 |
|         4 |      36 |
|         4 |      44 |
|         4 |      52 |
|         4 |      60 |
|         5 |       5 |
|         5 |      13 |
|         5 |      21 |
|         5 |      29 |
|         5 |      37 |
|         5 |      45 |
|         5 |      53 |
|         5 |      61 |
|         6 |       6 |
|         6 |      14 |
|         6 |      22 |
|         6 |      30 |
|         6 |      38 |
|         6 |      46 |
|         6 |      54 |
|         6 |      62 |
|         7 |       7 |
|         7 |      15 |
|         7 |      23 |
|         7 |      31 |
|         7 |      39 |
|         7 |      47 |
|         7 |      55 |
|         7 |      63 |
+-----------+---------+
64 rows in set (0.00 sec)

mysql> select * from SquadManager;[1P;[1P;[1P;[1P;[1P;[1P;[1P;P;l;a;y;e;r;s;
+----------+---------+----------+----------------+---------------+-------------+------------+------------+--------------+------------+----------------+---------------+-------------+----------+
| PlayerID | SquadID | JerseyNo | Position       | MatchesPlayed | GoalsScored | GoalsSaved | TotalShots | ShotonTarget | GoalAssist | FoulsCommitted | FoulsSuffered | YellowCards | RedCards |
+----------+---------+----------+----------------+---------------+-------------+------------+------------+--------------+------------+----------------+---------------+-------------+----------+
|        1 |       1 |       11 | Forward        |             0 |           0 |          1 |         10 |            3 |          1 |              0 |             0 |           0 |        0 |
|        1 |       2 |       51 | Right-Midfield |             0 |           0 |          0 |          2 |            0 |          1 |              0 |             0 |           0 |        0 |
|        1 |       3 |       85 | Forward        |             0 |           0 |          0 |          5 |            0 |          1 |              0 |             0 |           0 |        0 |
|        1 |       4 |       45 | Forward        |             0 |           0 |          0 |          8 |            2 |          2 |              0 |             0 |           0 |        0 |
|        1 |       5 |       98 | Right-Midfield |             0 |           0 |          0 |          6 |            2 |          1 |              0 |             0 |           0 |        0 |
|        1 |       6 |       25 | Right-Midfield |             0 |           0 |          1 |          6 |            1 |          1 |              0 |             0 |           0 |        0 |
|        1 |       7 |       57 | Forward        |             0 |           0 |          1 |         10 |            8 |          2 |              0 |             0 |           0 |        0 |
|        1 |       8 |       53 | Right-Midfield |             0 |           0 |          2 |         10 |            4 |          2 |              0 |             0 |           0 |        0 |
|        2 |       9 |       25 | Right-Midfield |             0 |           0 |          0 |          8 |            0 |          0 |              0 |             0 |           0 |        0 |
|        2 |      10 |       15 | Right-Midfield |             0 |           0 |          0 |          3 |            1 |          0 |              0 |             0 |           0 |        0 |
|        2 |      11 |       77 | Left-Midfield  |             0 |           0 |          1 |          6 |            2 |          2 |              0 |             0 |           0 |        0 |
|        2 |      12 |       20 | Right-Midfield |             0 |           0 |          0 |          6 |            1 |          1 |              0 |             0 |           0 |        0 |
|        2 |      13 |       30 | Right-Midfield |             0 |           0 |          0 |          5 |            2 |          0 |              0 |             0 |           0 |        0 |
|        2 |      14 |       99 | Right-Midfield |             0 |           0 |          2 |          4 |            1 |          1 |              0 |             0 |           0 |        0 |
|        2 |      15 |       50 | Left-Midfield  |             0 |           0 |          0 |          2 |            0 |          1 |              0 |             0 |           0 |        0 |
|        2 |      16 |       49 | Forward        |             0 |           0 |          2 |          4 |            0 |          2 |              0 |             0 |           0 |        0 |
|        3 |      17 |       95 | Right-Midfield |             0 |           0 |          0 |          7 |            4 |          2 |              0 |             0 |           0 |        0 |
|        3 |      18 |       13 | Left-Midfield  |             0 |           0 |          0 |          4 |            2 |          0 |              0 |             0 |           0 |        0 |
|        3 |      19 |        5 | Left-Midfield  |             0 |           0 |          0 |          2 |            0 |          1 |              0 |             0 |           0 |        0 |
|        3 |      20 |       33 | Forward        |             0 |           0 |          1 |          2 |            0 |          1 |              0 |             0 |           0 |        0 |
|        3 |      21 |       99 | Forward        |             0 |           0 |          1 |          4 |            1 |          0 |              0 |             0 |           0 |        0 |
|        3 |      22 |       19 | Forward        |             0 |           0 |          2 |          7 |            1 |          1 |              0 |             0 |           0 |        0 |
|        3 |      23 |       93 | Forward        |             0 |           0 |          2 |          8 |            6 |          1 |              0 |             0 |           0 |        0 |
|        3 |      24 |       97 | Left-Midfield  |             0 |           0 |          1 |          8 |            6 |          0 |              0 |             0 |           0 |        0 |
|        4 |      25 |       47 | Right-Midfield |             0 |           0 |          0 |          9 |            2 |          1 |              0 |             0 |           0 |        0 |
|        4 |      26 |       39 | Right-Midfield |             0 |           0 |          1 |          8 |            6 |          2 |              0 |             0 |           0 |        0 |
|        4 |      27 |       33 | Left-Midfield  |             0 |           0 |          1 |          8 |            4 |          2 |              0 |             0 |           0 |        0 |
|        4 |      28 |       28 | Forward        |             0 |           0 |          1 |         10 |            3 |          1 |              0 |             0 |           0 |        0 |
|        4 |      29 |       63 | Forward        |             0 |           0 |          0 |          8 |            6 |          2 |              0 |             0 |           0 |        0 |
|        4 |      30 |       57 | Left-Midfield  |             0 |           0 |          0 |          9 |            0 |          2 |              0 |             0 |           0 |        0 |
|        4 |      31 |       32 | Right-Midfield |             0 |           0 |          1 |          2 |            0 |          2 |              0 |             0 |           0 |        0 |
|        4 |      32 |       22 | Right-Midfield |             0 |           0 |          1 |          9 |            1 |          2 |              0 |             0 |           0 |        0 |
|        5 |      33 |       22 | Right-Midfield |             0 |           0 |          2 |          5 |            2 |          0 |              0 |             0 |           0 |        0 |
|        5 |      34 |       31 | Right-Midfield |             0 |           0 |          1 |          8 |            2 |          0 |              0 |             0 |           0 |        0 |
|        5 |      35 |        2 | Right-Midfield |             0 |           0 |          1 |          9 |            0 |          2 |              0 |             0 |           0 |        0 |
|        5 |      36 |       58 | Right-Midfield |             0 |           0 |          0 |         10 |            8 |          2 |              0 |             0 |           0 |        0 |
|        5 |      37 |       54 | Forward        |             0 |           0 |          2 |          4 |            1 |          1 |              0 |             0 |           0 |        0 |
|        5 |      38 |        4 | Right-Midfield |             0 |           0 |          0 |          6 |            3 |          2 |              0 |             0 |           0 |        0 |
|        5 |      39 |       48 | Left-Midfield  |             0 |           0 |          0 |          6 |            3 |          1 |              0 |             0 |           0 |        0 |
|        5 |      40 |        2 | Left-Midfield  |             0 |           0 |          0 |          2 |            0 |          1 |              0 |             0 |           0 |        0 |
|        6 |      41 |       70 | Left-Midfield  |             0 |           0 |          2 |          5 |            2 |          1 |              0 |             0 |           0 |        0 |
|        6 |      42 |       98 | Right-Midfield |             0 |           0 |          2 |          5 |            3 |          2 |              0 |             0 |           0 |        0 |
|        6 |      43 |       36 | Forward        |             0 |           0 |          2 |          7 |            2 |          1 |              0 |             0 |           0 |        0 |
|        6 |      44 |       83 | Right-Midfield |             0 |           0 |          1 |          3 |            1 |          0 |              0 |             0 |           0 |        0 |
|        6 |      45 |       99 | Left-Midfield  |             0 |           0 |          1 |          7 |            1 |          1 |              0 |             0 |           0 |        0 |
|        6 |      46 |       76 | Right-Midfield |             0 |           0 |          2 |          6 |            1 |          2 |              0 |             0 |           0 |        0 |
|        6 |      47 |        3 | Right-Midfield |             0 |           0 |          1 |          5 |            0 |          0 |              0 |             0 |           0 |        0 |
|        6 |      48 |       35 | Forward        |             0 |           0 |          1 |          4 |            0 |          1 |              0 |             0 |           0 |        0 |
|        7 |      49 |       44 | Forward        |             0 |           0 |          0 |          7 |            3 |          1 |              0 |             0 |           0 |        0 |
|        7 |      50 |       10 | Left-Midfield  |             0 |           0 |          0 |          4 |            2 |          0 |              0 |             0 |           0 |        0 |
|        7 |      51 |       74 | Forward        |             0 |           0 |          2 |          2 |            0 |          2 |              0 |             0 |           0 |        0 |
|        7 |      52 |       62 | Right-Midfield |             0 |           0 |          1 |          9 |            0 |          2 |              0 |             0 |           0 |        0 |
|        7 |      53 |       10 | Forward        |             0 |           0 |          1 |          4 |            0 |          0 |              0 |             0 |           0 |        0 |
|        7 |      54 |       45 | Left-Midfield  |             0 |           0 |          2 |          2 |            0 |          0 |              0 |             0 |           0 |        0 |
|        7 |      55 |       90 | Left-Midfield  |             0 |           0 |          0 |          5 |            0 |          1 |              0 |             0 |           0 |        0 |
|        7 |      56 |       69 | Right-Midfield |             0 |           0 |          1 |          5 |            0 |          1 |              0 |             0 |           0 |        0 |
|        8 |      57 |       30 | Right-Midfield |             0 |           0 |          0 |          8 |            4 |          0 |              0 |             0 |           0 |        0 |
|        8 |      58 |       64 | Left-Midfield  |             0 |           0 |          0 |          5 |            3 |          0 |              0 |             0 |           0 |        0 |
|        8 |      59 |        1 | Forward        |             0 |           0 |          0 |          6 |            2 |          0 |              0 |             0 |           0 |        0 |
|        8 |      60 |        2 | Left-Midfield  |             0 |           0 |          2 |          5 |            2 |          1 |              0 |             0 |           0 |        0 |
|        8 |      61 |       26 | Forward        |             0 |           0 |          0 |          8 |            4 |          1 |              0 |             0 |           0 |        0 |
|        8 |      62 |       33 | Right-Midfield |             0 |           0 |          2 |          5 |            1 |          1 |              0 |             0 |           0 |        0 |
|        8 |      63 |       35 | Forward        |             0 |           0 |          1 |          4 |            0 |          2 |              0 |             0 |           0 |        0 |
|        8 |      64 |       98 | Forward        |             0 |           0 |          1 |          4 |            1 |          2 |              0 |             0 |           0 |        0 |
|        9 |       1 |       45 | Left-Midfield  |             0 |           0 |          1 |          9 |            0 |          1 |              0 |             0 |           0 |        0 |
|        9 |       2 |        9 | Forward        |             0 |           0 |          1 |          4 |            0 |          2 |              0 |             0 |           0 |        0 |
|        9 |       3 |       99 | Left-Midfield  |             0 |           0 |          0 |          8 |            5 |          2 |              0 |             0 |           0 |        0 |
|        9 |       4 |        0 | Right-Midfield |             0 |           0 |          1 |          2 |            0 |          0 |              0 |             0 |           0 |        0 |
|        9 |       5 |        8 | Right-Midfield |             0 |           0 |          2 |         10 |            8 |          1 |              0 |             0 |           0 |        0 |
|        9 |       6 |       73 | Left-Midfield  |             0 |           0 |          1 |          4 |            0 |          1 |              0 |             0 |           0 |        0 |
|        9 |       7 |        4 | Left-Midfield  |             0 |           0 |          1 |          8 |            3 |          0 |              0 |             0 |           0 |        0 |
|        9 |       8 |       64 | Right-Midfield |             0 |           0 |          2 |          2 |            0 |          2 |              0 |             0 |           0 |        0 |
|       10 |       9 |       70 | Right-Midfield |             0 |           0 |          0 |          6 |            1 |          0 |              0 |             0 |           0 |        0 |
|       10 |      10 |       56 | Right-Midfield |             0 |           0 |          2 |          2 |            0 |          2 |              0 |             0 |           0 |        0 |
|       10 |      11 |       37 | Left-Midfield  |             0 |           0 |          1 |          8 |            5 |          0 |              0 |             0 |           0 |        0 |
|       10 |      12 |       58 | Left-Midfield  |             0 |           0 |          1 |          3 |            1 |          2 |              0 |             0 |           0 |        0 |
